"","species_name"
"463","Miconia chinantlana (Naudin) Almeda"
"464","Miconia jitotolana Wurdack"
"465","Miconia tixixensis Standl. & Steyerm."
"466","Leandra cornoides (Schltdl. & Cham.) Cogn."
"467","Clidemia matudae L.O.Williams"
"468","Clidemia submontana Rose ex Gleason"
"469","Miconia saxicola Brandegee"
"470","Miconia obconica Gleason & Wurdack"
"471","Clidemia fulva Gleason"
"472","Clidemia laxiflora (Schltdl.) Walp. ex Naudin"
"473","Clidemia petiolaris (Schltdl. & Cham.) Schltdl. ex Triana"
"474","Miconia mcvaughii Wurdack"
"475","Miconia tepicana Standl."
"476","Miconia madrensis Standl."
"477","Miconia heterothrix Gleason & Wurdack"
"478","Miconia glabrata Cogn."
"479","Miconia teotepecensis de Santiago"
"480","Miconia anisotricha (Schltdl.) Triana"
"481","Miconia phaeotricha Naudin"
"482","Miconia moorei Wurdack"
"483","Miconia mexicana (Bonpl.) Naudin"
"484","Miconia zemurrayana Standl. & L.O.Williams"
"485","Leandra mexicana (Naudin) Cogn."
"486","Leandra rhamnifolia Naudin"
"487","Leandra divaricata (Naudin) Cogn."
"488","Leandra agrestis (Aubl.) Raddi"
"489","Leandra secundiflora (DC.) Cogn."
"490","Ossaea coarctiflora Wurdack"
"491","Ossaea quadrisulca (Naudin) Wurdack"
"492","Leandra granatensis Gleason"
"493","Leandra pastazana Wurdack"
"494","Leandra reversa DC."
"495","Leandra macdanielli Wurdack"
"496","Leandra secunda (D.Don) Cogn."
"497","Leandra grandifolia Cogn."
"498","Leandra longicoma Cogn."
"499","Leandra maguirei Wurdack"
"500","Ossaea petiolaris (Naudin) Triana"
"501","Ossaea capillaris (Don) Cogn."
"502","Leandra magnipetala R.Goldenb. & E.A.Camargo"
"503","Miconia abbreviata Markgr."
"504","Miconia aulocalyx Mart. ex Triana"
"505","Miconia astroplocama Donn.Sm."
"506","Miconia triplinervis Ruiz & Pav."
"507","Miconia aurea (D.Don) Naudin"
"508","Miconia adinantha Wurdack"
"509","Miconia molybdea Naudin"
"510","Miconia erioclada Triana"
"511","Miconia calvescens DC."
"512","Miconia eriocalyx Cogn."
"513","Miconia condylata Wurdack"
"514","Miconia barbinervis (Benth.) Triana"
"515","Miconia stelligera Cogn."
"516","Miconia paleacea Cogn."
"517","Miconia sparrei Wurdack"
"518","Miconia ioneura Griseb."
"519","Miconia muricata (D.Don) Triana"
"520","Miconia rosea Gleason"
"521","Miconia glandulifera Cogn."
"522","Clidemia heterophylla (Desr.) Gleason"
"523","Clidemia sprucei Gleason"
"524","Clidemia inobsepta Wurdack"
"525","Miconia hondurensis Donn.Sm."
"526","Tococa carolensis Gleason"
"527","Clidemia ablusa Wurdack"
"528","Clidemia dimorphica J.F.Macbr."
"529","Miconia aureoides Cogn."
"530","Miconia kraenzlinii Cogn."
"531","Miconia versicolor Naudin"
"532","Miconia sancti-philippi Naudin"
"533","Miconia sylvatica (Schltdl.) Naudin"
"534","Miconia squamulosa (Sm.) Triana"
"535","Miconia lonchophylla Naudin"
"536","Miconia dolichopoda Naudin"
"537","Miconia plethorica Naudin"
"538","Miconia spicellata Bonpl. ex Naudin"
"539","Miconia stipitata Gleason"
"540","Miconia impetiolaris (Sw.) D.Don ex DC."
"541","Miconia cionotricha L.Uribe"
"542","Miconia argentea (Sw.) DC."
"543","Miconia caudata (Bonpl.) DC."
"544","Miconia cercophora Wurdack"
"545","Miconia donaeana Naudin"
"546","Miconia nutans Donn.Sm."
"547","Miconia triangularis Gleason"
"548","Miconia coronata (Bonpl.) DC."
"549","Miconia notabilis Triana"
"550","Miconia sessilifolia Naudin"
"551","Miconia acuminifera Triana"
"552","Miconia brachycalyx Triana"
"553","Miconia centronioides Gleason"
"554","Miconia intricata Triana"
"555","Miconia commutata Almeda"
"556","Miconia cinnamomifolia (DC.) Naudin"
"557","Miconia ligustroides (DC.) Naudin"
"558","Miconia pyrifolia Naudin"
"559","Miconia rubiginosa (Bonpl.) DC."
"560","Miconia minutiflora"
"561","Miconia puberula Cogn."
"562","Miconia fragilis Naudin"
"563","Miconia myriantha Benth."
"564","Miconia leucocarpa DC."
"565","Miconia nordestina R.Goldenb. & E.C.O.Chagas"
"566","Miconia poeppigii Triana"
"567","Miconia egensis Cogn."
"568","Miconia regelii Cogn."
"569","Miconia affinis DC."
"570","Miconia latecrenata (DC.) Naudin"
"571","Miconia petropolitana Cogn."
"572","Miconia inconspicua Miq."
"573","Miconia lateriflora Cogn."
"574","Miconia aeruginosa Naudin"
"575","Miconia desmantha Benth."
"576","Miconia pyramidalis (Desr.) DC."
"577","Miconia striata (M.Vahl) Cogn."
"578","Miconia gracilis Triana"
